Text,Date_with_affect,Date,Price,Open,High,Low,Change
"Bernie Sanders is pushing hard for a single payer healthcare plan - a curse on the U.S. and its people I told Republicans to approve healthcare fast or this would happen. But don't worry, I will veto because I love our country and its people.",2017-09-14,2017-09-14,92.12,92.35,92.66,91.97,-0.43
Spoke to President of Mexico to give condolences on terrible earthquake. Unable to reach for 3 days b/c of his cell phone reception at site.,2017-09-14,2017-09-14,92.12,92.35,92.66,91.97,-0.43
"Am leaving now for Florida to see our GREAT first responders and to thank the U.S. Coast Guard, FEMA etc. A real disaster, much work to do!",2017-09-14,2017-09-14,92.12,92.35,92.66,91.97,-0.43
China has a business tax rate of 15%. We should do everything possible to match them in order to win with our economy. Jobs and wages!,2017-09-14,2017-09-14,92.12,92.35,92.66,91.97,-0.43
"The WALL, which is already under construction in the form of new renovation of old and existing fences and walls, will continue to be built.",2017-09-14,2017-09-14,92.12,92.35,92.66,91.97,-0.43
No deal was made last night on DACA. Massive border security would have to be agreed to in exchange for consent. Would be subject to vote.,2017-09-14,2017-09-14,92.12,92.35,92.66,91.97,-0.43
"The ""deplorables"" came back to haunt Hillary.They expressed their feelings loud and clear. She spent big money but, in the end, had no game!",2017-09-14,2017-09-14,92.12,92.35,92.66,91.97,-0.43
Crooked Hillary Clinton blames everybody (and every thing) but herself for her election loss. She lost the debates and lost her direction!,2017-09-14,2017-09-14,92.12,92.35,92.66,91.97,-0.43
"Does anybody really want to throw out good, educated and accomplished young people who have jobs, some serving in the military? Really! They have been in our country for many years through no fault of their own - brought in by parents at young age. Plus BIG border security",2017-09-14,2017-09-14,92.12,92.35,92.66,91.97,-0.43
"FLORIDA-Just like TX, WE are w/you today, we are w/you tomorrow, and we will be w/you EVERY SINGLE DAY AFTER, to RESTORE, RECOVER, and REBUILD! ",2017-09-15,2017-09-15,91.87,92.0,92.17,91.58,-0.27
"With the ridiculous Filibuster Rule in the Senate, Republicans need 60 votes to pass legislation, rather than 51. Can't get votes, END NOW!",2017-09-15,2017-09-15,91.87,92.0,92.17,91.58,-0.27
Another attack in London by a loser terrorist.These are sick and demented people who were in the sights of Scotland Yard. Must be proactive!,2017-09-15,2017-09-15,91.87,92.0,92.17,91.58,-0.27
Loser terrorists must be dealt with in a much tougher manner.The internet is their main recruitment tool which we must cut off and use better!,2017-09-15,2017-09-15,91.87,92.0,92.17,91.58,-0.27
"The travel ban into the United States should be far larger, tougher and more specific-but stupidly, that would not be politically correct!",2017-09-15,2017-09-15,91.87,92.0,92.17,91.58,-0.27
We have made more progress in the last nine months against ISIS than the Obama Administration has made in 8 years.Must be proactive and nasty!,2017-09-15,2017-09-15,91.87,92.0,92.17,91.58,-0.27
ESPN is paying a really big price for its politics (and bad programming). People are dumping it in RECORD numbers. Apologize for untruth!,2017-09-15,2017-09-15,91.87,92.0,92.17,91.58,-0.27
CHAIN MIGRATION cannot be allowed to be part of any legislation on Immigration!,2017-09-15,2017-09-15,91.87,92.0,92.17,91.58,-0.27
NEVER forget our HEROES held prisoner or who have gone missing in action while serving their country.Proclamation: ,2017-09-15,2017-09-15,91.87,92.0,92.17,91.58,-0.27
"Our hearts and prayers go out to the people of London, who suffered a vicious terrorist attack.... ",2017-09-15,2017-09-15,91.87,92.0,92.17,91.58,-0.27
"We will defend our people, our nations and our civilization from all who dare to threaten our way of life...cont: ",2017-09-16,2017-09-18,92.05,91.95,92.21,91.8,0.2
"HAPPY 70th BIRTHDAY to the @USAirForce! The American people are eternally grateful. Thank you for keeping America PROUD, STRONG and FREE! ",2017-09-16,2017-09-18,92.05,91.95,92.21,91.8,0.2
"A great deal of good things happening for our country. Jobs and Stock Market at all time highs, and I believe will be getting even better!",2017-09-17,2017-09-18,92.05,91.95,92.21,91.8,0.2
"I will be in Huntsville, Alabama, on Saturday night to support Luther Strange for Senate. ""Big Luther"" is a great guy who gets things done!",2017-09-17,2017-09-18,92.05,91.95,92.21,91.8,0.2
Attorney General Bill Schuette will be a fantastic Governor for the great State of Michigan. I am bringing back your jobs and Bill will help,2017-09-17,2017-09-18,92.05,91.95,92.21,91.8,0.2
I spoke with President Moon of South Korea last night. Asked him how Rocket Man is doing. Long gas lines forming in North Korea. Too bad!,2017-09-17,2017-09-18,92.05,91.95,92.21,91.8,0.2
RT @markets: What Is Trump worth to Twitter? One analyst estimates $2 billion ,2017-09-17,2017-09-18,92.05,91.95,92.21,91.8,0.2
"Important meetings and calls scheduled for today. Military and economy are getting stronger by the day, and our enemies know it. #MAGA",2017-09-17,2017-09-18,92.05,91.95,92.21,91.8,0.2
"RT @realDonaldTrump: The travel ban into the United States should be far larger, tougher and more specific-but stupidly, that would not be...",2017-09-17,2017-09-18,92.05,91.95,92.21,91.8,0.2
RT @realDonaldTrump: Loser terrorists must be dealt with in a much tougher manner.The internet is their main recruitment tool which we must...,2017-09-17,2017-09-18,92.05,91.95,92.21,91.8,0.2
We commend SG @AntonioGuterres and his call for the UN to focus more on people and less on bureaucracy. #USAatUNGA #UNGA ,2017-09-18,2017-09-18,92.05,91.95,92.21,91.8,0.2
Looking forward to meeting with Prime Minister @Netanyahu shortly. Peace in the Middle East would be a truly great legacy for ALL people!,2017-09-18,2017-09-18,92.05,91.95,92.21,91.8,0.2
"Thehas great strength and patience, but if it is forced to defend itself or its allies, we will have no choice but to totally destroy #NorthKorea. ",2017-09-19,2017-09-19,91.79,91.98,92.05,91.75,-0.28
"Big day at the United Nations - many good things, and some tricky ones, happening. We have a great team. Big speech at 10:00 A.M.",2017-09-19,2017-09-19,91.79,91.98,92.05,91.75,-0.28
God bless the people of Mexico City. We are with you and will be there for you.,2017-09-19,2017-09-19,91.79,91.98,92.05,91.75,-0.28
It was a great honor to be with President @EmmanuelMacron of France this afternoon with his delegation. Great bilateral meeting! #UNGA ,2017-09-19,2017-09-19,91.79,91.98,92.05,91.75,-0.28
"Such an honor to have my good friend, Israel PM @Netanyahu, join us w/ his delegation in NYC this afternoon. #UNGA ",2017-09-19,2017-09-19,91.79,91.98,92.05,91.75,-0.28
"We call for the full restoration of democracy and political freedoms in Venezuela, and we want it to happen very, very soon! ",2017-09-19,2017-09-19,91.79,91.98,92.05,91.75,-0.28
RT @VP: Went to the Senate today to say @POTUS and I fully support Graham-Cassidy plan to repeal/replace Obamacare. Let's get this done. ,2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
"Honored to meet w/ Pres Abbas from the Palestinian Authority and his delegation, who have been working hard w/everybody involved toward peace. ",2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
It was a great honor to be with King Abdullah II of Jordan and his delegation this morning. We had a GREAT bilateral meeting! ,2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
"Looking forward to Friday night in the Great State of Alabama. I am supporting ""Big"" Luther Strange because he was so loyal and helpful to me!",2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
I hope Republican Senators will vote for Graham-Cassidy and fulfill their promise to Repeal and Replace ObamaCare. Money direct to States!,2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
Rand Paul is a friend of mine but he is such a negative force when it comes to fixing healthcare. Graham-Cassidy Bill is GREAT! Ends Ocare!,2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
Honored to host a luncheon for African leaders this afternoon. Great discussions on the challenges and opportunities facing our nations today. ,2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
"After allowing North Korea to research and build Nukes while Secretary of State (Bill C also), Crooked Hillary now criticizes.",2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
Big meetings today at the United Nations. So many interesting leaders. America First will MAKE AMERICA GREAT AGAIN!,2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
The Iran deal was one of the worst and most one sided transactions the United States has EVER entered into.,2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
"I was saddened to see how bad the ratings were on the Emmys last night - the worst ever. Smartest people of them all are the ""DEPLORABLES.""",2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
"Puerto Rico being hit hard by new monster Hurricane. Be careful, our hearts are with you- will be there to help!",2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
A great and important day at the United Nations.Met with leaders of many nations who agree with much (or all) of what I stated in my speech!,2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
RT @RealEagleBites: @realDonaldTrump It is the height of hypocrisy. Obama and Clinton in effect gave nuclear weapons to North Korea by their policy of appeasement.,2017-09-20,2017-09-20,92.51,91.83,92.7,91.53,0.78
"Today, I announced a new Executive Order with re: to North Korea. We must all do our part to ensure the complete denuclearization of #NoKo. ",2017-09-21,2017-09-21,92.19,92.47,92.66,92.1,-0.35
It was a great privilege to meet with President Moon of South Korea.Stay tuned! #UNGA ,2017-09-21,2017-09-21,92.19,92.47,92.66,92.1,-0.35
It was wonderful to have President Petro Poroshenko of Ukraine with us in New York City today. #UNGA ,2017-09-21,2017-09-21,92.19,92.47,92.66,92.1,-0.35
It was a pleasure to have President Ashraf Ghani of Afghanistan with us this morning! #USAatUNGA #UNGA ,2017-09-21,2017-09-21,92.19,92.47,92.66,92.1,-0.35
The NRA strongly endorses Luther Strange for Senator of Alabama.That means all gun owners should vote for Big Luther. He won't let you down!,2017-09-21,2017-09-21,92.19,92.47,92.66,92.1,-0.35
"Senator (Doctor) Bill Cassidy is a class act who really cares about people and their Health(care), he doesn't lie-just wants to help people!",2017-09-21,2017-09-21,92.19,92.47,92.66,92.1,-0.35
I would not sign Graham-Cassidy if it did not include coverage of pre-existing conditions. It does! A great Bill. Repeal and Replace.,2017-09-21,2017-09-21,92.19,92.47,92.66,92.1,-0.35
"Alabama is sooo lucky to have a candidate like ""Big"" Luther Strange. Smart, tough on crime, borders and trade, loves Vets and Military. Tuesday!",2017-09-21,2017-09-21,92.19,92.47,92.66,92.1,-0.35
"On behalf of all Americans, I want to wish Jewish families many blessings in the New Year. ",2017-09-21,2017-09-21,92.19,92.47,92.66,92.1,-0.35
Governor @RicardoRossello- We are with you and the people of Puerto Rico. Stay safe! #PRStrong,2017-09-21,2017-09-21,92.19,92.47,92.66,92.1,-0.35
"Will be in Alabama tonight. Luther Strange has gained mightily since my endorsement, but will be very close. He loves Alabama, and so do I!",2017-09-22,2017-09-22,92.17,92.18,92.22,91.78,-0.02
Thank you to Doug Parker and American Airlines for all of the help you have given to the U.S. with Hurricane flights. Fantastic job!,2017-09-22,2017-09-22,92.17,92.18,92.22,91.78,-0.02
"The Russia hoax continues, now it's ads on Facebook. What about the totally biased and dishonest Media coverage in favor of Crooked Hillary?",2017-09-22,2017-09-22,92.17,92.18,92.22,91.78,-0.02
"The greatest influence over our election was the Fake News Media ""screaming"" for Crooked Hillary Clinton. Next, she was a bad candidate!",2017-09-22,2017-09-22,92.17,92.18,92.22,91.78,-0.02
RT @TwitterData: These are the 10 most Tweeted about world leaders during the first day of #UNGA General Debate ,2017-09-22,2017-09-22,92.17,92.18,92.22,91.78,-0.02
"Rand Paul, or whoever votes against Hcare Bill, will forever (future political campaigns) be known as ""the Republican who saved ObamaCare.""",2017-09-22,2017-09-22,92.17,92.18,92.22,91.78,-0.02
RT @DonnaWR8: .@POTUS #TRUMP and @FLOTUS When ALL seemed HOPELESS...YOU brought HOPE!You INSPIRE us ALL!#MAGA #Harvey @Scavino45 #USA...,2017-09-22,2017-09-22,92.17,92.18,92.22,91.78,-0.02
Senator Luther Strange has gone up a lot in the polls since I endorsed him a month ago. Now a close runoff. He will be great in D.C.,2017-09-22,2017-09-22,92.17,92.18,92.22,91.78,-0.02
"Kim Jong Un of North Korea, who is obviously a madman who doesn't mind starving or killing his people, will be tested like never before!",2017-09-22,2017-09-22,92.17,92.18,92.22,91.78,-0.02
"John McCain never had any intention of voting for this Bill, which his Governor loves. He campaigned on Repeal and Replace. Let Arizona down!",2017-09-23,2017-09-25,92.65,92.42,92.72,92.21,0.52
"Arizona had a 116% increase in ObamaCare premiums last year, with deductibles very high. Chuck Schumer sold John McCain a bill of goods. Sad",2017-09-23,2017-09-25,92.65,92.42,92.72,92.21,0.52
Large Block Grants to States is a good thing to do. Better control and management. Great for Arizona. McCain let his best friend L.G. down!,2017-09-23,2017-09-25,92.65,92.42,92.72,92.21,0.52
I know Rand Paul and I think he may find a way to get there for the good of the Party!,2017-09-23,2017-09-25,92.65,92.42,92.72,92.21,0.52
"It was great being with Luther Strange last night in Alabama. What great people, what a crowd! Vote Luther on Tuesday.",2017-09-23,2017-09-25,92.65,92.42,92.72,92.21,0.52
"Going to the White House is considered a great honor for a championship team.Stephen Curry is hesitating,therefore invitation is withdrawn!",2017-09-23,2017-09-25,92.65,92.42,92.72,92.21,0.52
